time,S,R,T
9.2,988551.916845527,89810.697996842,1078362.61484237
9.4,992970.213619565,90139.4866076986,1083109.70022726
9.6,996844.310343833,90427.6886916842,1087271.99903552
9.8,1000247.01831741,90680.8274236121,1090927.84574102
10,1003054.14714656,90889.4822154216,1093943.62936198
10.2,1005552.42657399,91075.1794998186,1096627.60607381
10.4,1007716.06101987,91235.9826558994,1098952.04367577
10.6,1009485.4239186,91367.4151782274,1100852.83909682
10.8,1011002.91097443,91479.9827236402,1102482.89369807
11,1012309.09307681,91576.7595596968,1103885.85263651
11.2,1013445.53638575,91660.8532287759,1105106.38961452
11.4,1014463.46655392,91736.0806483531,1106199.54720228
11.6,1015286.89079482,91796.8219540236,1107083.71274885
11.8,1015991.9572701,91848.7427597447,1107840.70002985
12,1016618.95378119,91894.8486374246,1108513.80241861
12.2,1017199.88676148,91937.5308654449,1109137.41762693
12.4,1017661.11098492,91971.3252943335,1109632.43627926
12.6,1018059.5804012,92000.4781039031,1110060.0585051
12.8,1018416.67853899,92026.5907367472,1110443.26927574
13,1018748.97339891,92050.9065906043,1110799.87998952
13.2,1019011.51212665,92070.0570562833,1111081.56918293
13.4,1019237.74458986,92086.551107039,1111324.2956969
13.6,1019437.19695989,92101.1042388839,1111538.30119878
13.8,1019617.73593431,92114.3075427897,1111732.0434771
14,1019756.60802667,92124.5072705181,1111881.11529719
14.2,1019871.19916192,92132.9923904561,1112004.19155238
14.4,1019965.46365378,92140.0671673206,1112105.5308211
14.6,1020043.48825853,92146.0457659127,1112189.53402444
14.8,1020143.95557188,92153.774303948,1112297.72987582
15,1020229.2775894,92160.4642352453,1112389.74182465
15.2,1020299.45431111,92166.1155598046,1112465.56987092
15.4,1020354.485737,92170.7282776259,1112525.21401462
15.6,1020394.37186706,92174.3023887092,1112568.67425577
15.8,1020419.11270131,92176.8378930545,1112595.95059436
16,1020428.70823973,92178.3347906618,1112607.04303039
16.2,1020423.15848233,92178.7930815311,1112601.95156386
16.4,1020402.46342911,92178.2127656625,1112580.67619478
16.6,1020414.39604487,92179.8860697351,1112594.28211461
16.8,1020427.22049469,92181.625950034,1112608.84644472
17,1020435.62307767,92183.0662181109,1112618.68929578
17.2,1020439.60379382,92184.2068739659,1112623.81066779
17.4,1020439.16264313,92185.047917599,1112624.21056073
17.6,1020434.29962561,92185.5893490103,1112619.88897462
17.8,1020425.01474126,92185.8311681997,1112610.84590946
18,1020411.30799007,92185.7733751672,1112597.08136524
18.2,1020393.17937205,92185.4159699128,1112578.59534196
18.4,1020388.5781291,92185.8797742013,1112574.45790331
18.6,1020389.12190945,92186.6413607833,1112575.76327023
18.8,1020389.96397045,92187.3980798503,1112577.3620503
19,1020391.10431211,92188.1499314022,1112579.25424351
19.2,1020392.54293443,92188.8969154391,1112581.43984987
19.4,1020394.27983742,92189.6390319609,1112583.91886938
19.6,1020396.31502106,92190.3762809677,1112586.69130203
19.8,1020398.64848536,92191.1086624594,1112589.75714782
20,1020401.28023032,92191.8361764361,1112593.11640676
20.2,1020406.0612951,92192.6165709084,1112598.677866
20.4,1020412.62817503,92193.4385053975,1112606.06668043
20.6,1020420.07817993,92194.2738181202,1112614.35199805
20.8,1020428.41130979,92195.1225090763,1112623.53381886
21,1020437.62756461,92195.984578266,1112633.61214287
21.2,1020447.72694439,92196.8600256893,1112644.58697008
21.4,1020458.70944913,92197.7488513461,1112656.45830048
21.6,1020470.57507883,92198.6510552364,1112669.22613407
21.8,1020483.3238335,92199.5666373602,1112682.89047086
22,1020492.49383446,92200.1752128864,1112692.66904734
22.2,1020497.86717952,92200.499335363,1112698.36651488
22.4,1020503.24052458,92200.8234578396,1112704.06398242
22.6,1020508.61386964,92201.1475803162,1112709.76144996
22.8,1020513.9872147,92201.4717027929,1112715.45891749
23,1020519.36055976,92201.7958252695,1112721.15638503
23.2,1020524.73390482,92202.1199477461,1112726.85385257
23.4,1020530.10724988,92202.4440702227,1112732.55132011
23.6,1020535.48059494,92202.7681926993,1112738.24878764
23.8,1020540.85394001,92203.0923151759,1112743.94625518
24,1020546.22728507,92203.4164376526,1112749.64372272
24.2,1020551.60063013,92203.7405601292,1112755.34119026
24.4,1020556.85902567,92204.0577326395,1112760.91675831
24.6,1020557.96658212,92204.1239411419,1112762.09052326
24.8,1020559.07413857,92204.1901496442,1112763.26428821
25,1020560.18169502,92204.2563581465,1112764.43805316
