time,S,R,T
0,28500,1500,30000
0.2,33108.8281163234,1696.89925189812,34805.7273682215
0.4,38285.0620550615,1915.47866208564,40200.5407171471
0.6,44087.0862134457,2158.21436486346,46245.3005783092
0.8,50566.2409229001,2427.48540437102,52993.7263272711
1,57758.0021452571,2725.32705862962,60483.3292038867
1.2,65699.9431524322,3054.04828440024,68753.9914368325
1.4,74416.317666838,3415.6957721057,77832.0134389437
1.6,83921.4650488073,3812.35700972166,87733.8220585289
1.8,94221.7811079338,4246.00326577911,98467.7843737129
2,105306.698114,4718.5071397859,110025.205253786
2.2,117150.873976654,5231.49331292085,122382.367289575
2.4,129707.970838177,5786.3886738083,135494.359511985
2.6,142916.152133278,6384.3090460459,149300.461179324
2.8,156691.925467938,7026.10303456936,163718.028502507
3,170945.022174047,7712.31867687731,178657.340850924
3.2,185542.188060576,8442.89968348305,193985.087744059
3.4,200356.139840578,9217.95056977947,209574.090410358
3.6,215253.827008972,10036.8560791456,225290.683088118
3.8,230075.581865933,10898.835685677,240974.41755161
4,244644.436178611,11802.8161442585,256447.252322869
4.2,258831.568613738,12747.8033808922,271579.37199463
4.4,272445.827933921,13732.1570766259,286177.985010547
4.6,285311.307425919,14754.1981859276,300065.505611846
4.8,297360.60660805,15813.5370620672,313174.143670117
5,308418.230895572,16908.1915036155,325326.422399188
5.2,318369.749440238,18036.9842185824,336406.733658821
5.4,327195.521996146,19200.4090117774,346395.931007923
5.6,334796.094545345,20397.2324147598,355193.326960105
5.8,341136.2236602,21627.5661962992,362763.789856499
6,346225.897946455,22892.6747535501,369118.572700006
6.2,350060.191187922,24192.8933618316,374253.084549753
6.4,352645.061764649,25529.6731709067,378174.734935555
6.6,354004.095350446,26904.8498007947,380908.94515124
6.8,354202.697691115,28320.2630524786,382522.960743594
7,353314.746372511,29778.2811129136,383093.027485424
7.2,351335.976343908,31281.6823175122,382617.658661421
7.4,348371.502319899,32833.5691557499,381205.071475648
7.6,344517.311545574,34437.4226164476,378954.734162022
7.8,339844.193881296,36096.6961888656,375940.890070162
8,334343.056085648,37814.1313383608,372157.187424009
