time,S,R,T
0,15000,15000,30000
0.2,17454.8854983762,16976.9947683078,34431.880266684
0.4,20278.0729281449,19191.1219917865,39469.1949199314
0.6,23531.1212883267,21675.2292428555,45206.3505311822
0.8,27283.110986426,24463.5144660567,51746.6254524827
1,31609.377244069,27589.3511416254,59198.7283856943
1.2,36575.11731183,31084.9043590518,67660.0216708818
1.4,42269.128139192,34987.106976706,77256.235115898
1.6,48783.7702005051,39333.6302864063,88117.4004869114
1.8,56191.7610806315,44158.0072601758,100349.768340807
2,64621.3702973976,49499.9636474103,114121.333944808
2.2,74151.6138027537,55394.5206834221,129546.134486176
2.4,84881.8058643874,61872.4839178084,146754.289782196
2.6,96917.4093925564,68958.8815708429,165876.290963399
2.8,110352.514906985,76689.4274807315,187041.942387716
3,125232.840271793,85053.4418157224,210286.282087515
3.2,141645.827156809,94074.2884790927,235720.115635902
3.4,159621.831951645,103744.081652828,263365.913604473
3.6,179067.29492208,113987.464849308,293054.759771387
3.8,200086.525924288,124835.019972033,324921.545896321
4,222631.291266933,136243.942216576,358875.233483509
4.2,246326.759663077,148029.382263912,394356.141926989
4.4,271267.157886152,160210.49451519,431477.652401342
4.6,297327.350875816,172715.08293898,470042.433814796
4.8,323922.742760627,185302.477329976,509225.220090603
5,351068.194782054,197951.815221488,549020.010003542
5.2,378563.659361336,210565.174232454,589128.83359379
5.4,405849.228806691,222950.110722536,628799.339529228
5.6,432802.120800051,235028.996890355,667831.117690406
5.8,459158.804495711,246687.235769035,705846.040264746
6,484677.458278644,257876.932663763,742554.390942407
6.2,509091.748990634,268474.880417173,777566.629407807
6.4,532142.426018269,278379.633206392,810522.059224661
6.6,554122.100768336,287761.58929328,841883.690061616
6.8,574668.733051891,296469.584078284,871138.317130175
7,593556.568592187,304419.396185057,897975.964777245
7.2,610606.297010655,311549.61733798,922155.914348635
7.4,626309.383013466,318097.64256574,944407.025579206
7.6,640651.512039403,324052.799009764,964704.311049167
7.8,653472.422212798,329341.906184554,982814.328397352
8,664917.340619114,334041.400752116,998958.74137123
8.2,675273.44152527,338302.429740623,1013575.87126589
8.4,684335.611876972,342017.036998821,1026352.64887579
8.6,692103.85167422,345185.222526709,1037289.07420093
8.8,699260.446143424,348110.608320522,1047371.05446395
9,705489.145300902,350652.460787274,1056141.60608818
9.2,710757.586505947,352796.378311342,1063553.96481729
9.4,715391.57544161,354680.545465784,1070072.12090739
9.6,719575.313075452,356383.087751115,1075958.40082657
9.8,723103.596097967,357816.971904291,1080920.56800226
10,726007.547646364,358994.663834979,1085002.21148134
10.2,728584.422068491,360036.675547746,1088621.09761624
10.4,730804.453378194,360932.935843465,1091737.38922166
10.6,732739.244247893,361713.191501398,1094452.43574929
10.8,734460.397350005,362407.189300808,1096867.58665081
11,735982.199228443,363020.419322603,1099002.61855105
11.2,737192.050178029,363504.672251909,1100696.72242994
11.4,738250.118155613,363927.176488697,1102177.29464431
11.6,739203.105816426,364307.140902191,1103510.24671862
11.8,740097.715815695,364663.774361613,1104761.49017731
12,740898.228366759,364982.285191337,1105880.5135581
12.2,741517.080153347,365226.495449893,1106743.57560324
12.4,742070.231256771,365444.183776674,1107514.41503345
12.6,742580.863468154,365644.856317029,1108225.71978518
12.8,743072.15857862,365838.019216304,1108910.17779492
13,743500.758429794,366006.030484484,1109506.78891428
13.2,743836.090951141,366136.464823875,1109972.55577502
13.4,744132.806649412,366251.667538221,1110384.47418763
13.6,744400.194268336,366355.476443782,1110755.67071212
13.8,744647.542551639,366451.729356816,1111099.27190845
14,744853.22497888,366531.476759929,1111384.70173881
14.2,745017.114564312,366594.66188599,1111611.7764503
14.4,745156.111792171,366648.270959272,1111804.38275144
14.6,745274.486262237,366694.065751401,1111968.55201364
14.8,745376.507574293,366733.808034,1112110.31560829
15,745479.164690828,366774.629530036,1112253.79422086
15.2,745568.317123166,366810.642810077,1112378.95993324
15.4,745639.25074681,366839.870546035,1112479.12129284
15.6,745691.96556176,366862.312737912,1112554.27829967
15.8,745726.461568015,366877.969385708,1112604.43095372
16,745742.738765577,366886.840489421,1112629.579255
16.2,745740.797154445,366888.926049053,1112629.7232035
16.4,745720.636734619,366884.226064604,1112604.86279922
16.6,745734.92910286,366892.591123994,1112627.52022685
16.8,745745.751205299,366899.728990774,1112645.48019607
17,745750.926863856,366904.819518662,1112655.74638252
17.2,745750.456078531,366907.862707657,1112658.31878619
17.4,745744.338849323,366908.858557759,1112653.19740708
17.6,745732.575176234,366907.807068968,1112640.3822452
17.8,745715.165059262,366904.708241284,1112619.87330055
18,745695.347107051,366900.685828795,1112596.03293585
18.2,745692.870587309,366902.5925645,1112595.46315181
18.4,745690.513812592,366904.452752106,1112594.9665647
18.6,745688.2767829,366906.266391612,1112594.54317451
18.8,745686.159498233,366908.033483019,1112594.19298125
19,745684.161958592,366909.754026326,1112593.91598492
19.2,745682.284163976,366911.428021534,1112593.71218551
19.4,745680.526114385,366913.055468642,1112593.58158303
19.6,745680.390039567,366915.016278192,1112595.40631776
19.8,745684.214957026,366917.901982476,1112602.1169395
20,745689.288345501,366921.026590937,1112610.31493644
20.2,745695.610204991,366924.390103576,1112620.00030857
20.4,745703.180535497,366927.992520392,1112631.17305589
20.6,745711.999337018,366931.833841386,1112643.8331784
20.8,745722.066609554,366935.914066557,1112657.98067611
21,745733.382353106,366940.233195905,1112673.61554901
21.2,745741.835750125,366943.177413089,1112685.01316321
21.4,745746.686356009,366944.646046137,1112691.33240215
21.6,745751.536961894,366946.114679184,1112697.65164108
21.8,745756.387567778,366947.583312232,1112703.97088001
22,745761.238173663,366949.051945279,1112710.29011894
22.2,745766.088779547,366950.520578326,1112716.60935787
22.4,745770.939385431,366951.989211374,1112722.92859681
22.6,745775.789991316,366953.457844421,1112729.24783574
22.8,745780.6405972,366954.926477468,1112735.56707467
23,745785.491203085,366956.395110516,1112741.8863136
23.2,745790.341808969,366957.863743563,1112748.20555253
23.4,745795.192414854,366959.33237661,1112754.52479146
23.6,745799.996700119,366960.785450107,1112760.78215023
23.8,745801.203449052,366961.030075871,1112762.23352492
24,745802.410197986,366961.274701635,1112763.68489962
24.2,745803.616946919,366961.519327399,1112765.13627432
24.4,745804.823695853,366961.763953162,1112766.58764902
24.6,745806.030444786,366962.008578926,1112768.03902371
24.8,745807.23719372,366962.25320469,1112769.49039841
25,745808.443942653,366962.497830454,1112770.94177311
