time,S,R,T
0,22500,7500,30000
0.2,26155.7032316857,8487.24964707186,34642.9528787575
0.4,30300.2522495524,9589.3938440158,39889.6460935682
0.6,34997.4730647199,10821.2959321287,45818.7689968486
0.8,40309.7669930438,12197.7529421075,52507.5199351513
1,46291.6934544886,13732.84918233,60024.5426368186
1.2,53004.3577315904,15441.6827764059,68446.0405079963
1.4,60500.2410853535,17339.1171303936,77839.3582157471
1.6,68830.5625988098,19440.9065232244,88271.4691220342
1.8,78045.8107303159,21761.8303415121,99807.641071828
2,88170.6584391137,24317.4462690536,112488.104708167
2.2,99256.8147838745,27122.8545197041,126379.669303579
2.4,111283.054839437,30189.8332161048,141472.888055542
2.6,124287.242089748,33533.3072400545,157820.549329802
2.8,138221.449362454,37161.1707464668,175382.620108921
3,153051.341051222,41082.5250396059,194133.866090828
3.2,168718.091017239,45302.8617060505,214020.95272329
3.4,185082.041992911,49818.9145490583,234900.956541969
3.6,202124.129218463,54641.0368080344,256765.166026497
3.8,219620.398403834,59752.897079934,279373.295483768
4,237448.201060629,65151.8104741574,302600.011534786
4.2,255489.981707563,70835.0750947877,326325.056802351
4.4,273446.319102083,76770.4112158672,350216.73031795
4.6,291203.429392298,82956.5106934738,374159.940085772
4.8,308550.842572995,89371.752826427,397922.595399422
5,325260.645257755,95989.7560317565,421250.401289511
5.2,341157.228982309,102798.414488081,443955.64347039
5.4,356094.302833627,109772.947890606,465867.250724233
5.6,369884.157191254,116894.762507235,486778.919698488
5.8,382425.495480919,124150.214476569,506575.709957488
6,393831.701552784,131539.439372528,525371.140925311
6.2,403810.551808017,139035.150869461,542845.702677478
6.4,412229.80282661,146620.878420392,558850.681247001
6.6,418964.858907524,154280.932916731,573245.791824255
6.8,424396.614824755,162051.275900639,586447.890725393
7,428297.661421741,169905.712859081,598203.374280822
7.2,430636.903628971,177838.1085103,608475.012139271
7.4,431673.49953729,185881.467683565,617554.967220855
7.6,431411.74023983,194034.426856825,625446.167096655
7.8,429855.603844151,202295.58030249,632151.184146641
8,427145.781084978,210687.193383807,637832.974468786
8.2,423388.360728906,219225.053110345,642613.413839251
8.4,418624.254137437,227912.743651643,646536.997789079
8.6,412942.458749195,236765.87340592,649708.332155115
8.8,406440.425416962,245803.451620805,652243.877037768
9,399190.344595568,255034.325163638,654224.669759206
9.2,391265.182756534,264469.66154029,655734.844296824
9.4,382712.062873036,274115.843266069,656827.906139105
9.6,373619.012350671,283986.826417747,657605.838768419
9.8,364052.662611304,294091.911752633,658144.574363937
10,354001.131771783,304418.030395851,658419.162167634
10.2,343579.26684382,314988.220458021,658567.487301841
10.4,332852.467416758,325811.43172867,658663.899145428
10.6,321886.13307994,336896.613997326,658782.747077266
10.8,310745.663422707,348252.717053519,658998.380476226
11,299358.478238045,359814.468185104,659172.946423149
11.2,287842.356537494,371618.993275897,659461.349813391
11.4,276256.871189872,383672.107788622,659928.978978494
11.6,264654.532582082,395975.828114769,660630.360696851
11.8,253087.851101028,408532.170645827,661620.021746854
12,241505.148238013,421243.844530189,662748.992768202
12.2,229968.8067177,434122.275939916,664091.082657616
12.4,218541.318031359,447178.994717542,665720.312748901
12.6,207263.035269784,460404.429574764,667667.464844548
12.8,196174.311523768,473789.009223277,669963.320747045
13,185261.976016417,487226.378238607,672488.354255024
13.2,174548.697050565,500674.986945982,675223.683996547
13.4,164090.880351179,514154.291113603,678245.171464782
13.6,153920.744789058,527640.010810285,681560.755599343
13.8,144070.509235003,541107.866104839,685178.375339842
14,134527.184635113,554492.931764606,689020.116399719
14.2,125276.147680202,567728.81323934,693004.960919542
14.4,116378.370133297,580817.081595893,697195.45172919
14.6,107856.515781209,593724.866168779,701581.381949988
14.8,99733.2484107502,606419.296292512,706152.544703263
15,92007.149443066,618862.563660006,710869.713103072
15.2,84633.8228745318,631007.267484596,715641.090359128
15.4,77655.6172475971,642823.640477917,720479.257725514
15.6,71076.0007036706,654274.105730686,725350.106434357
15.8,64896.4345298044,665320.564052178,730216.998581982
16,59116.3731586937,675924.39397023,735040.767128924
16.2,53710.6527598142,686137.844655479,739848.497415293
16.4,48682.0764029176,695891.492249595,744573.568652513
16.6,44020.0384732795,705161.475604797,749181.514078077
16.8,39711.3655069542,713925.678773802,753637.044280757
17,35740.4378529088,722163.239264337,757903.677117246
17.2,32100.2642971278,729906.779394269,762007.043691396
17.4,28774.1635749249,737156.010633666,765930.174208591
17.6,25738.5471367331,743890.857989591,769629.405126325
17.8,22971.565111261,750112.237044482,773083.802155743
18,20449.2715622399,755823.968120023,776273.239682262
18.2,18149.3943175841,761036.580943692,779185.975261276
18.4,16066.1057174287,765782.221894817,781848.327612246
18.6,14187.0095792017,770077.308015827,784264.317595028
18.8,12502.4520594899,773934.768788715,786437.220848205
19,10995.4277771494,777366.965503186,788362.393280336
19.2,9651.73196297692,780387.235724988,790038.967687965
19.4,8455.037565892,783011.447498861,791466.485064753
19.6,7392.20224448615,785257.114382606,792649.316627092
19.8,6449.48954356517,787142.309472164,793591.799015729
20,5615.84996995729,788686.05413333,794301.904103287
20.2,4880.11991827654,789906.35048002,794786.470398297
20.4,4232.6882290206,790822.768610094,795055.456839115
20.6,3664.30425831498,791453.300082777,795117.604341092
20.8,3166.43454552026,791815.284282311,794981.718827831
21,2731.49728218696,791926.300798171,794657.798080357
21.2,2352.1171399873,791802.042968947,794154.160108934
21.4,2021.98379109634,791458.600701287,793480.584492384
21.6,1735.1434080217,790910.771598781,792645.915006803
21.8,1486.43140588746,790172.985532068,791659.416937955
