time,S,R,T
0,25500,4500,30000
0.2,29623.8938550928,5090.72662100801,34714.6204761009
0.4,34256.0055938121,5746.56561210828,40002.5712059204
0.6,39448.8920054827,6474.98356639015,45923.8755718728
0.8,45248.9216407254,7283.16846659605,52532.0901073214
1,51688.3406594047,8177.29008321563,59865.6307426204
1.2,58801.5194006374,9164.35871626956,67965.8781169069
1.4,66610.9274876925,10250.6052076261,76861.5326953186
1.6,75130.283379144,11442.4064213541,86572.6898004981
1.8,84366.4914043721,12745.7946416546,97112.2860460267
2,94310.7152671505,14166.5144416281,108477.229708779
2.2,104942.118011971,15709.6005728644,120651.718584836
2.4,116219.130529255,17379.4409753771,133598.571504632
2.6,128088.693590184,19179.5675068221,147268.261097006
2.8,140474.647094538,21112.5456887916,161587.192783329
3,153297.970252154,23180.169824244,176478.140076398
3.2,166437.02226495,25382.1436959099,191819.165960859
3.4,179777.935657034,27718.8287260799,207496.764383114
3.6,193196.503141479,30187.9043787931,223384.407520272
3.8,206546.026011651,32786.7233897768,239332.749401428
4,219664.983427026,35511.7018372193,255176.685264246
4.2,232432.173109832,38358.9187683084,270791.091878141
4.4,244669.260558319,41322.7469535266,285992.007511845
4.6,256218.068016312,44397.3972089937,300615.465225305
4.8,267001.901239761,47579.5727896472,314581.474029408
5,276856.959232657,50862.051685878,327719.010918535
5.2,285681.08547387,54239.9855248378,339921.070998708
5.4,293438.51279638,57711.7333198538,351150.246116234
5.6,300032.593070628,61271.4631540811,361304.056224709
5.8,305432.680150789,64917.5479746895,370350.228125478
6,309637.080654374,68649.9637572355,378287.04441161
6.2,312635.725122448,72466.7446933693,385102.469815818
6.4,314437.627208175,76369.637968304,390807.265176479
6.6,315076.639131431,80360.1246508102,395436.763782241
6.8,314607.746222234,84440.089495957,399047.835718191
7,313083.047427368,88612.3481508552,401695.395578223
7.2,310509.318305538,92879.5242547946,403388.842560332
7.4,306989.682655266,97246.4143041142,404236.096959381
7.6,302610.769123518,101718.104004953,404328.873128471
7.8,297397.095697233,106297.198366609,403694.294063842
8,291427.778421159,110988.900402973,402416.678824132
8.2,284800.161622507,115799.428463866,400599.590086373
8.4,277587.366986873,120733.468282337,398320.83526921
8.6,269817.270983151,125792.007571046,395609.278554198
8.8,261589.63848179,130981.836842569,392571.475324358
9,252981.010586616,136307.834770062,389288.845356678
9.2,244030.582948093,141769.032551933,385799.615500025
9.4,234803.672993525,147368.302760052,382171.975753577
9.6,225367.279356938,153108.628265098,378475.907622036
9.8,215775.909233577,158989.8512374,374765.760470978
10,206069.306395982,165006.859926061,371076.166322043
10.2,196303.23398133,171160.16595381,367463.39993514
10.4,186523.938225851,177447.129783119,363971.06800897
10.6,176782.906929611,183858.433893521,360641.340823131
10.8,167121.25716616,190389.460570445,357510.717736605
11,157578.28112036,197034.063944043,354612.345064403
11.2,148191.820867343,203784.296861042,351976.117728385
11.4,138995.294270557,210628.081684225,349623.375954783
11.6,130015.112526995,217545.114986483,347560.227513478
11.8,121282.853501514,224526.172256123,345809.025757637
12,112824.263188169,231555.666204876,344379.929393045
12.2,104662.354225915,238616.560453083,343278.914678998
12.4,96812.0133076681,245687.289936784,342499.303244452
12.6,89289.2418059276,252747.038030623,342036.279836551
12.8,82108.2426287682,259774.072913849,341882.315542617
13,75278.9874138622,266744.358247049,342023.345660911
13.2,68808.6188853308,273634.231654211,342442.850539542
13.4,62701.9797749256,280427.961394124,343129.941169049
13.6,56959.980966765,287094.432122987,344054.413089752
13.8,51580.9677522367,293606.664512251,345187.632264487
14,46560.3474264525,299936.494737156,346496.842163608
14.2,41896.6073072517,306070.46451566,347967.071822912
14.4,37582.8302717792,311987.418644446,349570.248916225
14.6,33605.8414963452,317656.252042113,351262.093538458
14.8,29952.0755793638,323051.401360596,353003.47693996
15,26606.3056623689,328149.102615858,354755.408278227
15.2,23564.0619236291,332955.212774292,356519.274697921
15.4,20803.0882918362,337441.263228204,358244.35152004
15.6,18304.6168980832,341592.121696061,359896.738594145
15.8,16051.4558358388,345397.359700197,361448.815536036
16,14033.0463167259,348856.242281838,362889.288598564
16.2,12227.8414751624,351960.341796835,364188.183271997
16.4,10618.9613312118,354706.573050243,365325.534381455
16.6,9194.22177946874,357092.737847781,366286.95962725
16.8,7935.11011064951,359120.716955946,367055.827066596
17,6826.21570277097,360792.928699,367619.14440177
17.2,5855.39442422546,362110.391114242,367965.785538467
17.4,5007.17988990604,363080.079036039,368087.258925945
17.6,4268.3700030584,363708.690577064,367977.060580122
17.8,3628.59087880883,364002.030433763,367630.621312572
18,3075.45871199989,363970.377298481,367045.836010481
18.2,2598.50585056605,363623.878873524,366222.38472409
18.4,2189.49968212098,362971.307761663,365160.807443784
18.6,1839.38792135992,362025.705746961,363865.093668321
18.8,1540.56420830245,360799.515375829,362340.079584132
19,1286.46288257955,359302.32221559,360588.785098169
19.2,1071.21476189367,357548.729737342,358619.944499236
19.4,889.735890095028,355552.138029838,356441.873919933
19.6,736.683879550664,353322.800576034,354059.484455585
19.8,608.477960694886,350874.663886316,351483.141847011
20,501.528733176688,348220.03626129,348721.564994467
20.2,412.331419505972,345370.246259717,345782.577679223
20.4,338.218586300922,342337.209391619,342675.42797792
20.6,276.687262472674,339132.319380246,339409.006642718
20.8,225.728763418021,335766.748239614,335992.477003032
21,183.624356137958,332251.448776687,332435.073132825
21.2,148.971687874191,328596.982347672,328745.954035546
21.4,120.505446704436,324813.472108313,324933.977555017
21.6,97.3138134936152,320910.778869655,321008.092683149
21.8,78.4233243211795,316898.147044248,316976.57036857
22,63.0643328755061,312784.495425941,312847.559758816
22.2,50.5865105962916,308578.315399144,308628.90190974
22.4,40.4697770878714,304287.767569068,304328.237346156
22.6,32.2808406442322,299920.640556388,299952.921397033
22.8,25.6869574075872,295484.361275811,295510.048233219
23,20.391922796378,290986.008442229,291006.400365026
23.2,16.1511442343403,286432.319543473,286448.470687707
23.4,12.7677276460932,281829.694752475,281842.462480121
23.6,10.0694441797638,277184.233143496,277194.302587676
23.8,7.92108508934058,272501.739021562,272509.660106652
24,6.21567178595399,267787.726104001,267793.941775787
24.2,4.86451589065301,263047.456192295,263052.320708186
24.4,3.79908843624988,258285.92526814,258289.724356577
24.6,2.96119349814995,253507.897016025,253510.858209523
24.8,2.30285811205935,248717.908324939,248720.211183051
25,1.78647168312096,243920.279266664,243922.065738347
