time,S,R,T
14.4,459015.134435754,651690.529306889,1110705.66374264
14.6,459158.416622269,651852.0897446,1111010.50636687
14.8,459287.065282604,651997.328993102,1111284.39427571
15,459387.548099869,652109.97620403,1111497.5243039
15.2,459473.77705327,652206.639739795,1111680.41679307
15.4,459548.380671467,652290.410000915,1111838.79067238
15.6,459613.987483116,652364.377387906,1111978.36487102
15.8,459669.206707478,652426.481052097,1112095.68775957
16,459706.221072513,652466.423790062,1112172.64486257
16.2,459736.189653264,652498.228967605,1112234.41862087
16.4,459761.123314637,652524.19537166,1112285.3186863
16.6,459783.032921534,652546.621789161,1112329.65471069
16.8,459803.92933886,652567.807007042,1112371.7363459
17,459825.823431518,652590.049812237,1112415.87324376
17.2,459850.726064413,652615.64899168,1112466.37505609
17.4,459880.648102449,652646.903332306,1112527.55143475
17.6,459891.509525626,652655.62908886,1112547.13861449
17.8,459900.097985376,652661.389080241,1112561.48706562
18,459909.11465225,652667.288592059,1112576.40324431
18.2,459919.535701799,652674.417561811,1112593.95326361
18.4,459932.337309574,652683.865926995,1112616.20323657
18.6,459948.495651126,652696.723625109,1112645.21927623
18.8,459968.986902006,652714.080593651,1112683.06749566
19,459994.787237766,652737.026770119,1112731.81400788
19.2,460014.257330308,652752.882276319,1112767.13960663
19.4,460026.08221975,652760.236276611,1112786.31849636
19.6,460037.836065003,652767.380403911,1112805.21646891
19.8,460049.658078776,652774.491051207,1112824.14912998
20,460061.687473776,652781.744611487,1112843.43208526
20.2,460074.063462711,652789.31747774,1112863.38094045
20.4,460086.925258288,652797.386042952,1112884.31130124
20.6,460100.412073215,652806.126700113,1112906.53877333
20.8,460113.226218479,652814.255333228,1112927.48155171
21,460121.21815819,652817.589125626,1112938.80728382
21.2,460127.943262342,652819.776752594,1112947.72001494
21.4,460133.299837303,652820.749742862,1112954.04958016
21.6,460137.186189439,652820.439625158,1112957.6258146
21.8,460139.500625117,652818.777928211,1112958.27855333
22,460140.141450704,652815.696180751,1112955.83763145
22.2,460139.006972567,652811.125911507,1112950.13288407
22.4,460135.995497072,652804.998649208,1112940.99414628
22.6,460134.055523848,652800.051238945,1112934.10676279
22.8,460131.451037095,652794.712094621,1112926.16313172
23,460127.937636295,652788.781494935,1112916.71913123
23.2,460123.537884798,652782.305249947,1112905.84313475
23.4,460118.274345955,652775.329169719,1112893.60351567
23.6,460112.169583117,652767.899064314,1112880.06864743
23.8,460105.246159634,652760.060743791,1112865.30690342
24,460097.526638856,652751.860018212,1112849.38665707
24.2,460090.751538519,652744.562533887,1112835.31407241
24.4,460085.490180226,652738.623965719,1112824.11414594
24.6,460080.686757565,652733.30496263,1112813.9917202
24.8,460076.341270537,652728.605524621,1112804.94679516
25,460072.453719141,652724.525651691,1112796.97937083
