time,S,R,T
0,15000,15000,30000
0.2,17445.7395142654,16975.8800942547,34421.6196085202
0.4,20237.9681054035,19185.5251531767,39423.4932585803
0.6,23428.4844227217,21660.4029608796,45088.8873836013
0.8,27070.4761367695,24431.9790827352,51502.4552195047
1,31221.9763352458,27533.4570581631,58755.4333934089
1.2,35934.2876098491,30994.9677660693,66929.2553759185
1.4,41264.2763228128,34849.5232123406,76113.7995351534
1.6,47277.9597284463,39135.1258122042,86413.0855406506
1.8,54028.5418880688,43882.7903476111,97911.3322356799
2,61572.4602145322,49127.1652806913,110699.625495224
2.2,69966.0970246023,54902.9744458049,124869.071470407
2.4,79266.7527908762,61243.685627072,140510.438417948
2.6,89489.3172459779,68168.3784370031,157657.695682981
2.8,100685.290429173,75709.1172807055,176394.407709878
3,112885.061138374,83889.6816005716,196774.742738946
3.2,126020.265359842,92694.3412562931,218714.606616135
3.4,140140.81874428,102154.850139731,242295.668884011
3.6,155172.5418607,112251.44122768,267423.98308838
3.8,170991.075278909,122943.217958588,293934.293237497
4,187607.856657219,134246.464516905,321854.321174124
4.2,204809.350670803,146079.676999659,350889.027670462
4.4,222448.995895502,158390.731379269,380839.727274772
4.6,240463.768229422,171164.149487126,411627.917716549
4.8,258502.052695447,184252.719481707,442754.772177154
5,276436.708084376,197612.420603202,474049.128687577
5.2,294102.736441397,211180.299073875,505283.035515272
5.4,311251.852916738,224837.421364427,536089.274281165
5.6,327715.658787705,238522.397732728,566238.056520432
5.8,343316.752300456,252156.612194124,595473.36449458
6,357915.883492551,265663.21571848,623579.09921103
6.2,371316.815894492,278962.720013849,650279.535908341
6.4,383502.126339745,292029.949241994,675532.075581739
6.6,394472.868013249,304845.912309342,699318.780322591
6.8,404018.36675615,317320.74484619,721339.11160234
7,412033.870535605,329400.616741724,741434.487277329
7.2,418892.302168664,341215.310430111,760107.612598774
7.4,424355.983098685,352659.900421881,777015.883520567
7.6,428392.439631148,363708.339541937,792100.779173085
7.8,431166.338045996,374419.169633034,805585.507679031
8,432845.648493971,384852.350166122,817697.998660093
8.2,433361.510946616,394966.221281463,828327.732228079
8.4,432761.070332414,404769.52774879,837530.598081204
8.6,431290.485496942,414372.331537336,845662.817034279
8.8,428937.823617454,423753.30116692,852691.124784374
9,425778.360779315,432935.502868182,858713.863647497
9.2,421894.802832009,441955.644843499,863850.447675508
9.4,417369.293475553,450849.403118849,868218.696594402
9.6,412275.920747062,459637.66252041,871913.583267472
9.8,406680.75350307,468344.335460432,875025.088963502
10,400476.968855177,476935.940392642,877412.909247819
10.2,393849.949329994,485475.997657563,879325.946987557
