time,S,R,T
10.4,386865.639061334,493988.378263904,880854.017325238
10.6,379589.982183007,502496.953220373,882086.93540338
10.8,372088.922828823,511025.593535679,883114.516364503
11,364428.405132594,519598.170218532,884026.575351126
11.2,356506.9811937,528160.348201849,884667.329395549
11.4,348356.41763746,536720.03065675,885076.44829421
11.6,340073.708611129,545315.595254181,885389.30386531
11.8,331698.365143938,553958.563374703,885656.928518641
12,323269.898265116,562660.456398877,885930.354663993
12.2,314685.266910904,571351.444003621,886036.710914525
12.4,306026.798802956,580067.48222212,886094.281025076
12.6,297328.338741371,588816.858828304,886145.197569675
12.8,288613.623906551,597602.093374361,886215.717280912
13,279898.950866782,606419.708940732,886318.659807514
13.2,271151.973084653,615227.026590006,886378.999674659
13.4,262421.4619322,624046.741206793,886468.203138993
13.6,253724.645305903,632876.126439242,886600.771745145
13.8,245078.751102239,641712.455935505,886791.207037744
14,236491.668222955,650542.586509668,887034.254732623
14.2,227963.63743226,659344.844145474,887308.481577734
14.4,219520.220940313,668125.798691054,887646.019631367
14.6,211175.71837396,676879.457565194,888055.175939154
14.8,202944.429360052,685599.828186679,888544.257546731
15,194826.417263941,694267.046295263,889093.463559204
15.2,186829.547613751,702868.849984569,889698.39759832
15.4,178972.318842233,711403.337950283,890375.656792516
15.6,171266.446902026,719862.000103393,891128.447005419
15.8,163723.647745772,728236.326354885,891959.974100657
16,156336.513604199,736513.139677366,892849.653281565
16.2,149117.050785165,744680.504682564,893797.555467729
16.4,142074.694668357,752727.25345747,894801.948125827
16.6,135215.694958193,760641.38224591,895857.077204103
16.8,128545.735334684,768410.472764795,896956.208099479
17,122069.933453427,776021.692204129,898091.625657556
17.2,115792.840945611,783461.793226997,899254.634172609
17.4,109714.610344758,790738.123659955,900452.734004712
17.6,103835.285672705,797855.109101874,901690.394774579
17.8,98160.1196429728,804785.108478011,902945.228120984
18,92690.4673071602,811518.327427186,904208.794734347
18.2,87427.0460570391,818044.949706542,905471.995763581
18.4,82369.9356245533,824355.137191545,906725.072816098
18.6,77518.5780818182,830439.029875982,907957.6079578
18.8,72871.730717016,836292.68591603,909164.416633046
19,68427.139843814,841959.198302628,910386.338146442
19.2,64182.5594580916,847400.292089015,911582.851547106
19.4,60134.8320089495,852612.194190557,912747.026199506
19.6,56280.1584157852,857591.597442806,913871.755858591
19.8,52614.0980682939,862335.660601492,914949.758669786
20,49131.5688264676,866842.008342531,915973.577168999
20.2,45826.8470205959,871108.731262018,916935.578282614
20.4,42704.979096923,875157.633147652,917862.612244575
20.6,39757.7238254578,878985.221568382,918742.94539384
20.8,36976.1417839085,882588.354582942,919564.49636685
21,34353.6146248174,885970.391449806,920324.006074623
21.2,31883.0081589454,889135.413393194,921018.421552139
21.4,29556.6723552717,892088.223603067,921644.895958339
21.6,27366.4413409934,894834.347235131,922200.788576124
21.8,25306.2865446457,897380.037017472,922686.323562118
22,23375.8764896058,899732.28077314,923108.157262746
22.2,21569.8756744351,901898.77880647,923468.654480905
22.4,19882.0108642129,903881.59186503,923763.602729243
22.6,18308.6827363538,905686.746976446,923995.4297128
22.8,16844.6675383941,907319.420860425,924164.088398819
23,15482.7913659194,908784.524000545,924267.315366465
23.2,14217.81142456,910086.643193903,924304.454618463
23.4,13044.3766088477,911232.883675942,924277.26028479
23.6,11956.2572090369,912228.461289757,924184.718498794
23.8,10948.3080170248,913079.546155201,924027.854172226
24,10016.0416203281,913792.641569998,923808.683190327
24.2,9154.17920170807,914374.196858517,923528.376060225
24.4,8358.71058308147,914829.724697683,923188.435280765
24.6,7625.29032096672,915165.787344906,922791.077665873
24.8,6949.90489764771,915388.246694305,922338.151591952
25,6328.68054699361,915502.47861623,921831.159163224
