time,S,R,T
0,28500,1500,30000
0.2,33163.2282861617,1697.65482377746,34860.8831099391
0.4,38523.3380987754,1918.906940768,40442.2450395434
0.6,44695.2316392482,2166.96805315592,46862.1996924041
0.8,51805.7723845179,2445.12406287758,54250.8964473955
1,59989.7872444037,2756.48462664858,62746.2718710523
1.2,69368.0804013092,3104.14645537715,72472.2268566864
1.4,80100.4509423225,3491.46370104159,83591.9146433641
1.6,92339.8388665463,3921.74411112264,96261.5829776689
1.8,106228.097357336,4398.09381844156,110626.191175777
2,121950.511717139,4923.34776800477,126873.859485144
2.2,139651.1811369,5500.72832363665,145151.909460537
2.4,159463.830355151,6131.36978600582,165595.200141157
2.6,181533.855347702,6817.40935902934,188351.264706731
2.8,205972.085001008,7560.04696331716,213532.131964326
3,232788.85190418,8356.79211801556,241145.644022196
3.2,262123.493183194,9209.66159801477,271333.154781209
3.4,293706.696685934,10109.4401843212,303816.136870255
3.6,327594.76597145,11055.5926861137,338650.358657564
3.8,363792.996137705,12046.3129117574,375839.309049462
4,401537.017568508,13062.3918042054,414599.409372713
4.2,440899.836233467,14103.4171984618,455003.253431929
4.4,481589.654352389,15161.1819058345,496750.836258223
4.6,522747.569045535,16216.8429118047,538964.41195734
4.8,564247.254489442,17265.2963870267,581512.550876469
5,605621.537810383,18295.9439706658,623917.481781049
5.2,646217.085468713,19296.3107639044,665513.396232617
5.4,685686.947614086,20257.010278828,705943.957892914
5.6,723657.305004547,21171.2168569488,744828.521861496
5.8,759788.136893276,22033.6498116266,781821.786704903
6,793626.66597181,22833.8742115518,816460.540183362
6.2,825365.550128394,23578.5295510022,848944.079679396
6.4,854877.113867367,24266.2305794377,879143.344446804
6.6,881723.241120127,24887.8151285686,906611.056248695
6.8,905781.975287003,25441.697319763,931223.672606766
7,927949.102932492,25948.948186805,953898.051119297
7.2,947688.142961532,26398.7537417351,974086.896703267
7.4,964962.017351107,26791.4176656304,991753.435016737
7.6,980224.381278983,27137.0451795523,1007361.42645854
7.8,993815.366379598,27443.4740697377,1021258.84044934
8,1005632.68843253,27709.7056371719,1033342.3940697
8.2,1015807.43826742,27939.3378956448,1043746.77616306
8.4,1024765.14486601,28140.240923851,1052905.38578986
8.6,1032546.36666482,28314.6991821001,1060861.06584692
8.8,1039322.48602539,28466.8952824693,1067789.38130786
9,1045194.88811224,28598.8010398791,1073793.68915212
9.2,1050253.51286083,28712.0267822059,1078965.53964303
9.4,1054686.65741361,28811.289359341,1083497.94677295
9.6,1058639.08168775,28899.9305379157,1087539.01222566
9.8,1061833.1537372,28971.1278412023,1090804.28157841
10,1064586.39232287,29032.3802251227,1093618.77254799
10.2,1067011.98880387,29086.2698050592,1096098.25860893
10.4,1069213.98802382,29135.1585988553,1098349.14662268
10.6,1071281.95225093,29181.0777348446,1100463.02998577
10.8,1072834.86614604,29215.3068562505,1102050.17300229
11,1074196.10646552,29245.2191496533,1103441.32561517
11.2,1075422.79795262,29272.1046295698,1104694.90258219
11.4,1076572.06535056,29297.2533105167,1105869.31866108
11.6,1077673.41888807,29321.3353646798,1106994.75425275
11.8,1078477.25336341,29338.7558691664,1107816.00923258
12,1079181.91603618,29353.9747545771,1108535.89079076
12.2,1079812.54510272,29367.5640573606,1109180.10916008
12.4,1080394.27875938,29380.0958139657,1109774.37457334
12.6,1080932.11153126,29391.6869020654,1110323.79843333
12.8,1081328.02213917,29400.1264931852,1110728.14863235
13,1081665.05323849,29407.2950110275,1111072.34824952
13.2,1081954.3503806,29413.4483195282,1111367.79870013
13.4,1082207.05911689,29418.8422826234,1111625.90139951
13.6,1082425.39938687,29423.5199777788,1111848.91936465
13.8,1082585.58721159,29426.9045493833,1112012.49176097
14,1082715.60410782,29429.6532305682,1112145.25733839
14.2,1082822.21553065,29431.9174638307,1112254.13299448
14.4,1082912.18693515,29433.8486916685,1112346.03562682
14.6,1082979.59364022,29435.2863441469,1112414.87998437
14.8,1083004.74749314,29435.7314487978,1112440.47894194
15,1083017.76075414,29435.9094761143,1112453.67023025
15.2,1083023.83145994,29435.9333304727,1112459.76479042
15.4,1083028.1576473,29435.9159162488,1112464.07356355
15.6,1083035.93735295,29435.9701378188,1112471.90749077
15.8,1083052.36861363,29436.2088995586,1112488.57751319
16,1083082.64946607,29436.7451058443,1112519.39457192
16.2,1083131.97794702,29437.6916610519,1112569.66960807
16.4,1083161.69258325,29438.1850012558,1112599.87758451
16.6,1083158.91236564,29437.9355271279,1112596.84789277
16.8,1083159.82938004,29437.746180542,1112597.57556058
17,1083166.63724107,29437.6629767783,1112604.30021784
17.2,1083181.52956332,29437.7319311166,1112619.26149444
17.4,1083206.69996141,29437.9990588367,1112644.69902024
17.6,1083244.34204994,29438.5103752187,1112682.85242515
17.8,1083296.64944351,29439.3118955425,1112735.96133905
18,1083365.81575674,29440.4496350879,1112806.26539183
18.2,1083405.98131835,29440.9813306828,1112846.96264903
18.4,1083432.05618174,29441.2145277442,1112873.27070948
18.6,1083458.11712456,29441.4396342876,1112899.55675885
18.8,1083484.12853354,29441.656818616,1112925.78535216
19,1083510.05479541,29441.8662490327,1112951.92104444
19.2,1083535.86029688,29442.0680938409,1112977.92839072
19.4,1083561.50942469,29442.2625213438,1113003.77194603
19.6,1083586.96656556,29442.4496998445,1113029.4162654
19.8,1083612.19610621,29442.6297976464,1113054.82590386
20,1083627.03613528,29442.6336482846,1113069.66978356
20.2,1083637.84901506,29442.568408786,1113080.41742384
20.4,1083644.57385213,29442.4338247123,1113087.00767684
20.6,1083646.82561146,29442.2242212388,1113089.04983269
20.8,1083644.219258,29441.933923541,1113086.15318154
21,1083636.36975671,29441.5572567944,1113077.92701351
21.2,1083622.89207256,29441.0885461743,1113063.98061873
21.4,1083603.40117049,29440.5221168561,1113043.92328735
21.6,1083580.12675219,29439.9006124799,1113020.02736467
21.8,1083564.50585503,29439.4368216652,1113003.9426767
22,1083547.02953809,29438.9564663316,1112985.98600443
22.2,1083527.84599427,29438.4637253252,1112966.30971959
22.4,1083507.10341643,29437.9627774921,1112945.06619392
22.6,1083484.94999747,29437.4578016784,1112922.40779915
22.8,1083461.53393026,29436.9529767303,1112898.48690699
23,1083437.00340769,29436.4524814937,1112873.45588918
23.2,1083411.50662263,29435.9604948149,1112847.46711744
