time,S,R,T
0,29970,30,30000
0.2,34816.4282347693,33.9378907346681,34850.3661255039
0.4,40259.218118017,38.3091498041446,40297.5272678211
0.6,46359.5824035156,43.1631752487388,46402.7455787643
0.8,53171.2607799359,48.5473820620188,53219.8081619979
1,60731.2699812697,54.5022682428222,60785.7722495125
1.2,69078.6885998128,61.0737405965916,69139.7623404094
1.4,78238.5819854977,68.3024380474858,78306.8844235452
1.6,88225.5192000938,76.2297395290643,88301.7489396228
1.8,99045.552739013,84.8946849688483,99130.4474239819
2,110687.214875009,94.3343182613875,110781.549193271
2.2,123122.814840018,104.580612159893,123227.395452178
2.4,136303.684932325,115.661761270954,136419.346693595
2.6,150163.527331304,127.599492714593,150291.126824018
2.8,164615.362240038,140.410713691626,164755.77295373
3,179563.341068959,154.105936150603,179717.44700511
3.2,194868.684752753,168.684432653159,195037.369185406
3.4,210397.548787178,184.148147957483,210581.696935135
3.6,226013.00437539,200.486362569929,226213.49073796
3.8,241549.47198387,217.684488930254,241767.1564728
4,256823.100552072,235.722283443085,257058.822835515
4.2,271700.183135285,254.582661948627,271954.765797234
4.4,285985.562244821,274.235413435176,286259.797658257
4.6,299493.753920474,294.649000282886,299788.402920757
4.8,312163.536153885,315.822861898196,312479.359015783
5,323814.097233342,337.721384077571,324151.81861742
5.2,334324.986636135,360.324988076718,334685.311624212
5.4,343685.763194181,383.654112608858,344069.41730679
5.6,351796.296887455,407.690953475765,352203.987840931
5.8,358620.275266215,432.444255492019,359052.719521707
6,364173.067997567,457.952076964734,364631.020074532
6.2,368453.354691134,484.231032457246,368937.585723592
6.4,371470.360554033,511.320279469234,371981.680833503
6.6,373238.130922544,539.270362455922,373777.401284999
6.8,373830.490554282,568.130874384869,374398.621428667
7,373323.712749334,597.963327603937,373921.676076938
7.2,371733.609809266,628.844004974813,372362.453814241
7.4,369137.341312567,660.853883826523,369798.195196393
7.6,365645.021796359,694.080984583371,366339.102780943
7.8,361360.178219326,728.622800172399,362088.801019498
8,356224.425204106,764.556685788593,356988.981889894
8.2,350382.239261536,801.999865420013,351184.239126956
8.4,343916.488826946,841.065925693932,344757.55475264
8.6,336893.008578114,881.872486638185,337774.881064752
8.8,329328.006796945,924.536357432709,330252.543154378
