time,S,R,T
0,25500,4500,30000
0.2,29657.0300565735,5092.66117272669,34749.6912293002
0.4,34401.1269967639,5755.18850662951,40156.3155033934
0.6,39819.0254422443,6496.86462297198,46315.8900652163
0.8,45999.1897909047,7326.90460330138,53326.0943942061
1,53034.6291582593,8254.68584025481,61289.3149985141
1.2,61011.1283624643,9289.06492579566,70300.19328826
1.4,70021.0387621751,10439.4793517679,80460.518113943
1.6,80163.543919114,11716.0125574724,91879.5564765864
1.8,91527.1416471891,13127.7383579777,104654.880005167
2,104190.217709417,14683.4463565171,118873.664065934
2.2,118239.562236487,16392.3089760552,134631.871212543
2.4,133751.074134435,18262.672436554,152013.746570989
2.6,150730.199842524,20297.9527280842,171028.152570609
2.8,169265.081002932,22507.4105502138,191772.491553146
3,189310.88636261,24890.5542752432,214201.440637853
3.2,210820.170198481,27446.698860984,238266.869059465
3.4,233830.48956106,30181.5042346292,264011.993795689
3.6,257960.840048741,33071.4599205432,291032.299969284
3.8,283359.204526115,36125.913213495,319485.11773961
4,309558.055759819,39316.4355600441,348874.491319863
4.2,336551.035334689,42642.6403291402,379193.675663829
4.4,364079.579144747,46086.8855529934,410166.46469774
4.6,391802.068959212,49626.4781333238,441428.547092536
4.8,419348.867414009,53235.1931833196,472584.060597328
5,446628.787566162,56906.6636257636,503535.451191926
5.2,473037.830213905,60597.2491468283,533635.079360734
5.4,498657.799054692,64312.5876254312,562970.386680123
5.6,522982.750831478,68015.1897002683,590997.940531746
5.8,546086.861538646,71709.8745170087,617796.736055654
6,567638.791349394,75371.016250485,643009.807599879
6.2,587460.467674681,78985.4791211932,666445.946795874
6.4,605504.716733882,82548.8241572004,688053.540891082
6.6,621792.967257446,86061.4499903758,707854.417247822
6.8,636110.672148045,89507.1150809144,725617.78722896
7,648571.08324235,92894.0965138573,741465.179756207
7.2,659357.367128903,96236.0199300568,755593.38705896
7.4,668338.6888921,99522.4895081617,767861.178400262
7.6,675674.093319417,102766.804268641,778440.897588059
7.8,681550.613385172,105984.665500177,787535.278885348
8,685961.227383953,109175.11848615,795136.345870104
8.2,689049.410992389,112352.273573165,801401.684565553
8.4,690962.535955456,115530.695322001,806493.231277457
8.6,691774.166916809,118716.343662063,810490.510578872
8.8,691562.433149087,121920.2185764,813482.651725486
9,690416.55854076,125152.764170487,815569.322711247
9.2,688448.361804982,128423.292473078,816871.654278059
9.4,685756.767935801,131741.761531624,817498.529467425
9.6,682390.325350178,135117.412333165,817507.737683344
9.8,678349.059938602,138558.795194889,816907.855133492
10,673770.10004709,142076.411950924,815846.511998014
10.2,668732.52383042,145679.938148728,814412.461979148
10.4,663290.858313218,149378.185810229,812669.044123447
10.6,657347.058018626,153174.600595428,810521.658614054
10.8,651046.134400133,157081.177093161,808127.311493293
11,644441.915054842,161106.702724714,805548.617779556
11.2,637588.227579859,165259.964911375,802848.192491235
11.4,630377.638639881,169542.446300692,799920.084940573
11.6,622906.639677637,173964.866894488,796871.506572125
11.8,615215.786790311,178535.412943621,793751.199733932
12,607337.483250159,183261.901393496,790599.384643655
12.2,599229.460627106,188148.474014852,787377.934641957
12.4,590908.949552239,193202.20098953,784111.150541769
12.6,582415.732242917,198431.262438161,780846.994681078
12.8,573768.315791742,203842.791367176,777611.107158918
13,564950.191196779,209441.893817066,774392.085013845
13.2,555950.249581864,215233.988423746,771184.23800561
13.4,546808.090489544,221227.429165841,768035.519655385
13.6,537535.966494885,227428.986996443,764964.953491328
13.8,528146.130172956,233845.43286864,761991.563041597
14,518649.678197594,240483.331369378,759133.009566973
14.2,509000.490809288,247339.032082244,756339.522891532
14.4,499240.076680048,254424.529129809,753664.605809857
14.6,489376.026116371,261745.761097847,751121.787214218
14.8,479415.929424756,269308.666572133,748724.595996889
15,469367.376911699,277119.184138441,746486.56105014
15.2,459224.726962605,285172.019118484,744396.746081089
15.4,448988.354103287,293466.984247583,742455.33835087
15.6,438671.820588049,302015.088007726,740686.908595776
15.8,428280.656031598,310820.519556554,739101.175588152
16,417820.390048638,319887.468051705,737707.858100343
16.2,407297.115568574,329217.267521016,736514.38308959
16.4,396723.62587505,338777.291612425,735500.917487474
16.6,386101.72945872,348590.589797796,734692.319256516
16.8,375437.582170638,358658.177190015,734095.759360654
17,364737.339861856,368981.068901971,733718.408763827
17.2,354007.158383427,379560.280046547,733567.438429974
17.4,343270.623001257,390360.606879265,733631.229880522
17.6,332539.222337584,401371.982851317,733911.2051889
17.8,321813.348299485,412607.400727534,734420.749027018
18,311101.554874161,424062.892220506,735164.447094668
18.2,300412.396048816,435734.489042826,736146.885091641
18.4,289761.081552482,447603.09840011,737364.179952592
18.6,279197.952540002,459569.794850031,738767.747390033
18.8,268704.391212373,471692.355269013,740396.746481386
19,258291.564900775,483960.872807092,742252.437707867
19.2,247970.640936388,496365.440614306,744336.081550694
19.4,237752.78665039,508896.151840694,746648.938491083
19.6,227649.169373961,521543.099636292,749192.269010253
19.8,217676.318409913,534274.007752106,751950.326162019
20,207875.863295652,546951.885255425,754827.748551077
20.2,198239.00146977,559650.136907509,757889.138377279
20.4,188778.845215353,572350.741789859,761129.587005212
20.6,179508.506815488,585035.678983977,764544.185799465
20.8,170441.098553261,597686.927571364,768128.026124625
21,161589.732711759,610286.46663352,771876.199345279
21.2,152963.988908203,622800.029997242,775764.018905445
21.4,144558.729541971,635125.673151904,779684.402693875
21.6,136399.132552031,647300.860090526,783699.992642557
21.8,128497.119948282,659302.096325414,787799.216273697
22,120864.613740629,671105.887368875,791970.501109504
22.2,113513.535938972,682688.738733215,796202.274672186
22.4,106455.808553212,694027.15593074,800482.964483952
22.6,99692.9609638687,705098.535673032,804791.496636901
22.8,93182.1064699882,715884.083484452,809066.18995444
23,86961.7662247898,726358.023920643,813319.790145433
