time,S,R,T
23.2,81037.6562188396,736497.394678763,817535.050897602
23.4,75415.4924427035,746279.233455971,821694.725898674
23.6,70090.1907706618,755680.585718818,825770.776489479
23.8,64997.2552013093,764705.89448253,829703.14968384
24,60180.7161797344,773368.662513263,833549.378692998
24.2,55640.5737059369,781668.889811016,837309.463516953
24.4,51376.8277799169,789606.576375789,840983.404155706
24.6,47386.1096197892,797177.393439633,844563.503059422
24.8,43634.0644247411,804337.196274348,847971.260699089
25,40134.0207507534,811103.11161236,851237.132363114
