time,S,R,T
0,19500,10500,30000
0.2,22679.2230780183,11883.0132143642,34562.2362923825
0.4,26308.2380697612,13429.3985528915,39737.6366226527
0.6,30453.9492945787,15161.0256231409,45614.9749177196
0.8,35184.8445098183,17099.6910397808,52284.5355495992
1,40574.49001132,19268.0461668337,59842.5361781537
1.2,46689.101684304,21686.9969310424,68376.0986153464
1.4,53601.3248431859,24379.2259445704,77980.5507877563
1.6,61392.3301448689,27369.904702606,88762.2348474749
1.8,70130.7525081655,30680.5453103643,100811.29781853
2,79884.5777693928,34333.9238486926,114218.501618085
2.2,90723.2267480068,38352.8020579661,129076.028805973
2.4,102716.953236152,42759.5678564207,145476.521092573
2.6,115871.116570738,47563.683865635,163434.800436373
2.8,130259.485051056,52788.5178543165,183048.002905373
3,145888.168842171,58442.8615394818,204331.030381653
3.2,162688.782388029,64519.0665571064,227207.848945136
3.4,180713.665045136,71036.1267088681,251749.791754004
3.6,199796.810681307,77963.4240220005,277760.234703307
3.8,219857.611197997,85289.8735247523,305147.484722749
4,240878.844699343,93018.8885038056,333897.733203148
4.2,262474.266042851,101066.895957614,363541.162000465
4.4,284607.297545389,109433.025916913,394040.323462302
4.6,307088.43466436,118079.708831659,425168.143496019
4.8,329501.474991699,126913.559718891,456415.034710591
5,351723.909081692,135913.536406334,487637.445488026
5.2,373509.413633025,145023.725618881,518533.139251906
5.4,394592.785168509,154180.703980658,548773.489149166
5.6,414755.688618065,163339.691292769,578095.379910833
5.8,433829.469305154,172455.545514374,606285.014819528
6,451612.814861203,181479.930580302,633092.745441505
6.2,467880.821194324,190362.203081127,658243.02427545
6.4,482949.259470905,199155.201722644,682104.461193549
6.6,496442.029591754,207777.599234402,704219.628826156
6.8,508216.332663852,216193.309542751,724409.642206602
7,518140.292441551,224368.349167358,742508.641608909
7.2,526815.009705693,232415.152601933,759230.162307627
7.4,533922.714463349,240275.713595651,774198.428058999
7.6,539463.406714517,247950.03214851,787413.438863027
7.8,543623.78671044,255469.134192021,799092.920902461
8,546576.124714431,262861.647675825,809437.772390256
8.2,548160.574401073,270101.009265854,818261.583666927
8.4,548377.135770365,277187.218962109,825564.354732474
8.6,547731.087598634,284229.978522893,831961.066121527
8.8,546042.113080147,291190.139122712,837232.252202859
9,543315.072002069,298069.558167935,841384.630170004
9.2,539983.436931203,304971.841926964,844955.278858167
9.4,535829.181397514,311844.878892166,847674.06028968
9.6,530939.301687612,318710.956123402,849650.257811015
9.8,525581.761164104,325638.721556522,851220.482720626
10,519603.521714719,332588.969270194,852192.490984913
10.2,513121.866884418,339593.291676756,852715.158561173
10.4,506273.287712634,346688.455069374,852961.742782008
10.6,498960.755100772,353848.322931692,852809.078032464
10.8,491263.710922897,361095.992769316,852359.703692213
11,483265.943539862,368454.89712773,851720.840667592
11.2,474986.538377472,375929.917944916,850916.456322388
11.4,466469.324949185,383533.275046398,850002.599995583
11.6,457705.652724877,391259.658453175,848965.311178052
11.8,448724.303461819,399116.261618715,847840.565080534
12,439573.138113826,407116.650982543,846689.789096369
12.2,430284.718058349,415269.282497136,845554.000555485
