time,S,R,T
12.4,420838.263324654,423559.597772984,844397.861097639
12.6,411260.768066065,431993.650761034,843254.418827099
12.8,401585.527496871,440580.214030655,842165.741527526
13,391834.903696938,449323.343005829,841158.246702767
13.2,381993.738710216,458202.781415357,840196.520125574
13.4,372086.220741019,467223.76794917,839309.988690189
13.6,362133.221377006,476389.392243469,838522.613620475
13.8,352150.661118402,485699.535799774,837850.196918176
14,342136.828287777,495130.465444007,837267.293731784
14.2,332110.799848464,504686.290110839,836797.089959303
14.4,322086.983907083,514364.865761603,836451.849668686
14.6,312078.563893403,524162.408154871,836240.972048273
14.8,302087.091793518,534027.240579443,836114.332372961
15,292132.441739011,543983.127758854,836115.569497865
15.2,282227.411964601,554024.699411044,836252.111375645
15.4,272384.595286188,564145.739441948,836530.334728136
15.6,262616.58451967,574340.031757502,836956.616277172
15.8,252935.972480946,584601.360263641,837537.332744587
16,243355.351985915,594923.508866302,838278.860852216
16.2,233880.597026422,605209.090472362,839089.687498784
16.4,224527.813944227,615499.565733041,840027.379677268
16.6,215309.587428859,625788.608283595,841098.195712454
16.8,206238.152407788,636065.145667389,842303.298075177
17,197325.743808482,646318.105427788,843643.84923627
17.2,188584.596558412,656536.415108158,845121.01166657
17.4,180026.945585047,666709.002251863,846735.94783691
17.6,171628.213153174,676761.558309389,848389.771462563
17.8,163417.79647475,686712.491870479,850130.288345229
18,155409.15916595,696552.841096624,851962.000262575
18.2,147612.475576361,706267.993909635,853880.469485996
18.4,140037.92005557,715843.338231319,855881.258286889
18.6,132695.666953164,725264.261983486,857959.928936651
18.8,125595.890618731,734516.153087946,860112.043706677
19,118699.414582173,743579.462945353,862278.877527526
19.2,112032.076507971,752441.146265786,864473.222773756
19.4,105606.070600099,761086.793015395,866692.863615494
19.6,99427.4398008546,769501.37785478,868928.817655635
19.8,93502.2270525334,777669.875444538,871172.102497072
20,87833.4017610178,785579.913636514,873413.315397532
20.2,82367.0875712494,793268.191663173,875635.279234423
20.4,77141.4162759222,800691.983892858,877833.40016878
20.6,72157.9274983082,807840.152419077,879998.079917385
20.8,67418.1608616798,814701.559335339,882119.720197018
21,62923.6559893093,821265.066735152,884188.722724462
21.2,58666.330826997,827532.752474752,886199.083301749
21.4,54613.387211753,833540.642984329,888154.030196082
21.6,50780.6804232233,839257.93722501,890038.617648233
21.8,47164.5639954932,844680.620593318,891845.184588812
22,43761.3914626478,849804.678485782,893566.06994843
22.2,40550.0772436689,854661.605668324,895211.682911993
22.4,37527.7308861891,859245.848149482,896773.579035671
22.6,34691.3371107601,863552.106109573,898243.443220333
22.8,32034.6841293985,867581.588430858,899616.272560256
23,29549.0806161641,871344.196002034,900893.276618198
23.2,27222.6622184722,874860.952738951,902083.614957423
23.4,25051.633552671,878124.596832002,903176.230384673
23.6,23028.7971137535,881139.79258896,904168.589702714
23.8,21146.9553967128,883911.204317596,905058.159714309
24,19397.9100693354,886460.268290051,905858.178359387
24.2,17774.6701975544,888788.187077223,906562.857274777
24.4,16270.0066496283,890900.154990924,907170.161640553
24.6,14876.5916502798,892803.019421401,907679.611071681
24.8,13587.5048148231,894505.295012346,908092.799827169
25,12396.9600520521,896020.138524269,908417.098576321
