time,S,R,T
0,7500,22500,30000
0.2,8718.87084683462,25462.4749008096,34181.3457476443
0.4,10101.4971998631,28771.4674199059,38872.964619769
0.6,11669.6672512922,32472.6109383015,44142.2781895937
0.8,13444.9051118721,36611.728297627,50056.6334094991
1,15446.70781891,41233.8731042938,56680.5809232038
1.2,17696.4773994441,46386.1898731829,64082.667272627
1.4,20213.5923408469,52116.3315172387,72329.9238580856
1.6,23017.2176903464,58477.1101559047,81494.3278462511
1.8,26127.0912345701,65515.135489642,91642.2267242121
2,29553.7594555872,73286.3563679397,102840.115823527
2.2,33316.7010389329,81839.5110428017,115156.212081735
2.4,37418.9683093672,91221.500253972,128640.468563339
2.6,41866.9696418768,101480.166884984,143347.13652686
2.8,46663.8176684072,112658.048360492,159321.8660289
3,51784.5084286379,124778.812276984,176563.320705622
3.2,57236.1800876065,137889.238031464,195125.41811907
3.4,62951.0370890816,151962.529024107,214913.566113189
3.6,68925.1344653787,167037.169733882,235962.304199261
3.8,75121.1874082746,183112.686300782,258233.873709057
4,81440.1440583336,200109.606774457,281549.750832791
4.2,87863.7294947902,218052.360663674,305916.090158465
4.4,94301.5768013925,236855.342110951,331156.918912344
4.6,100659.629957169,256426.809355457,357086.439312626
4.8,106887.748659014,276748.06345321,383635.812112223
5,112867.395779667,297636.634986,410504.030765668
5.2,118525.370277415,319030.425302159,437555.795579574
5.4,123782.760276438,340832.07767636,464614.837952798
5.6,128562.199705705,362860.888559006,491423.088264711
5.8,132780.731753595,385032.773184394,517813.504937989
6,136419.333207348,407221.557521127,543640.890728475
6.2,139453.075426705,429302.141286818,568755.216713522
6.4,141787.036528925,451162.150657028,592949.187185953
6.6,143359.947530537,472683.092899378,616043.040429915
6.8,144265.424258195,493817.302076993,638082.726335188
7,144471.929621647,514459.881462935,658931.811084582
7.2,143946.486210959,534505.320704726,678451.806915685
7.4,142834.389820387,553998.825394919,696833.215215306
7.6,141102.979201092,572827.806891776,713930.786092867
7.8,138784.491100791,590942.885827953,729727.376928744
8,135992.801065889,608410.706275733,744403.507341621
8.2,132740.886595244,625154.518005719,757895.404600963
8.4,129083.233709319,641168.181351028,770251.415060347
8.6,125098.015912986,656508.784635355,781606.800548341
8.8,120828.057927601,671139.061184098,791967.1191117
9,116326.006541817,685080.696120392,801406.702662209
9.2,111642.774161681,698377.174166803,810019.948328484
9.4,106833.252944985,711021.958214772,817855.211159757
9.6,101915.994113556,723041.687488068,824957.681601623
9.8,96930.1250224456,734454.36256127,831384.487583715
10,91939.3989631025,745267.645097218,837207.044060321
10.2,86991.2642387799,755496.042217589,842487.306456369
10.4,82133.1691527312,765154.061044057,847287.230196788
10.6,77347.1863030778,774266.581893273,851613.768196351
10.8,72657.1358088908,782851.860982404,855508.996791295
11,68109.3849060089,790924.576966619,859033.961872628
11.2,63714.6391734075,798501.240172118,862215.879345526
11.4,59448.9778060204,805596.924500364,865045.902306384
11.6,55353.3746266502,812229.395911239,867582.77053789
11.8,51444.5835077133,818415.415635525,869859.999143238
12,47693.5415118436,824161.861459443,871855.402971287
12.2,44123.1062645866,829486.811294396,873609.917558983
12.4,40743.2057523262,834405.553914515,875148.759666841
12.6,37545.577936255,838929.010855589,876474.588791844
12.8,34521.8356485433,843068.073254871,877589.908903414
13,31682.4070568968,846838.203200877,878520.610257774
13.2,29026.2222945682,850252.309392257,879278.531686826
13.4,26532.8229665314,853320.159671398,879852.982637929
13.6,24209.0973176842,856055.951916017,880265.049233701
13.8,22052.4745713938,858472.351683966,880524.82625536
14,20048.4748022315,860580.850357413,880629.325159645
14.2,18191.8482617798,862393.849362526,880585.697624305
14.4,16479.4013610495,863923.95285133,880403.35421238
14.6,14903.0825116536,865183.111343155,880086.193854809
14.8,13451.746957267,866182.757172651,879634.504129918
15,12120.998539288,866935.453237052,879056.45177634
15.2,10903.8442560087,867453.327396009,878357.171652018
15.4,9791.76874977236,867745.831301683,877537.600051455
15.6,8778.1753565352,867825.789550793,876603.964907329
15.8,7855.83820664499,867704.920635566,875560.758842211
16,7018.54457116512,867393.459605809,874412.004176974
16.2,6261.41323326913,866899.729524193,873161.142757462
16.4,5576.60002388355,866236.308109839,871812.908133723
16.6,4957.42432731014,865414.102275371,870371.526602681
16.8,4401.1240361671,864439.433515622,868840.557551789
17,3902.04342339102,863322.009423934,867224.052847325
17.2,3453.47061073724,862072.773496195,865526.244106932
17.4,3049.9924653836,860701.132190178,863751.124655562
17.6,2690.55112147265,859211.181798682,861901.732920154
17.8,2369.12325470541,857613.072756239,859982.196010944
18,2082.28913508125,855913.793729745,857996.082864826
18.2,1828.02770876774,854118.644410925,855946.672119692
18.4,1601.84596186905,852235.90951353,853837.755475399
18.6,1401.74105837852,850270.639075051,851672.38013343
18.8,1225.05065577152,848228.771640276,849453.822296048
19,1068.4444747813,846117.140532623,847185.585007404
19.2,930.760506345206,843939.311501705,844870.07200805
19.4,809.207655270836,841701.359842541,842510.567497812
19.6,702.513583459169,839407.138133434,840109.651716893
19.8,608.912247816297,837061.206101376,837670.118349192
20,526.922974686066,834667.585236308,835194.508210994
20.2,455.390184284882,832229.783521941,832685.173706225
20.4,392.885203718776,829751.723232826,830144.608436545
20.6,338.658705973254,827236.079993838,827574.738699811
20.8,291.402526753485,824686.558140318,824977.960667072
21,250.559377919032,822105.221510009,822355.780887928
21.2,215.014942083455,819495.407035667,819710.42197775
21.4,184.271530112658,816859.069419206,817043.340949319
21.6,157.59290853982,814198.702446195,814356.295354735
21.8,134.616279643833,811516.067485363,811650.683765007
22,114.77416014179,808813.297964717,808928.072124859
22.2,97.743640330147,806091.973992166,806189.717632496
22.4,83.1074729717101,803353.85898985,803436.966462821
22.6,70.5741698645402,800600.364129892,800670.938299756
22.8,59.8451151078021,797832.906592185,797892.751707293
23,50.6672015165777,795052.763361242,795103.430562759
23.2,42.8303107759461,792261.087500608,792303.917811384
23.4,36.158971527892,789458.920644027,789495.079615555
23.6,30.4796848543621,786647.262088033,786677.741772887
23.8,25.6575242847641,783826.988684465,783852.64620875
24,21.5680556798309,780998.923456392,781020.491512072
24.2,18.1062479229159,778163.809955923,778181.916203845
24.4,15.180765226512,775322.335276624,775337.51604185
24.6,12.7100803510446,772475.13527404,772487.845354391
24.8,10.6288630733619,769622.778510698,769633.407373771
25,8.87487905484604,766765.803668826,766774.678547881
