time,S,R,T
0,22500,7500,30000
0.2,26181.8659094145,8488.37335250673,34670.2392619212
0.4,30414.9161745278,9594.99082242284,40009.9069969506
0.6,35290.5853072217,10836.0731256878,46126.6584329095
0.8,40910.5467568193,12228.3433418379,53138.8900986572
1,47384.1141750167,13787.8448365567,61171.9590115734
1.2,54807.7592460552,15530.3322512959,70338.0914973511
1.4,63310.3501726588,17473.290314203,80783.6404868618
1.6,73019.6615506125,19634.1439507596,92653.8055013721
1.8,84047.2123529086,22029.1440592451,106076.356412154
2,96558.1039821334,24674.7253606673,121232.829342801
2.2,110668.19326703,27587.6430771602,138255.83634419
2.4,126506.059282524,30778.6209364085,157284.680218933
2.6,144200.259232851,34258.3157638606,178458.574996711
2.8,163871.111333596,38039.8125731354,201910.923906732
3,185532.563133611,42109.087367546,227641.650501157
3.2,209313.532422753,46479.4803571009,255793.012779854
3.4,235126.486939807,51125.0026596099,286251.489599417
3.6,262906.301797302,56023.5008203607,318929.802617663
3.8,292737.742320177,61178.477806757,353916.220126934
4,324227.442041476,66523.205027039,390750.647068515
4.2,357171.266237132,72017.9906786199,429189.256915752
4.4,391541.522496662,77648.3524378348,469189.874934497
4.6,426698.855538858,83323.8688755977,510022.724414456
4.8,462372.594033282,88998.5147364823,551371.108769764
5,498355.38344826,94633.8892455626,592989.272693823
5.2,534016.952823381,100155.598153649,634172.55097703
5.4,569049.582706172,105514.172120229,674563.754826401
5.6,603103.358650696,110656.881220562,713760.239871259
5.8,635903.888679092,115567.354945526,751471.243624619
6,667066.082321187,120187.009982902,787253.092304089
6.2,696286.880448762,124477.659831336,820764.540280097
6.4,723991.294611715,128518.570584166,852509.865195881
6.6,749597.016412962,132226.705944006,881823.722356968
6.8,772875.192720497,135575.979378742,908451.172099239
7,793888.740989167,138586.400104079,932475.141093246
7.2,813282.433895526,141359.40666764,954641.840563166
7.4,830666.347948078,143830.274238749,974496.622186827
7.6,846040.483146823,145999.002817404,992039.485964227
7.8,859923.464312991,147957.958265947,1007881.42257894
8,872272.708394525,149699.55664284,1021972.26503736
8.2,882940.962340692,151197.572525663,1034138.53486636
8.4,892026.576915144,152467.01447703,1044493.59139217
8.6,900297.825120712,153625.122801315,1053922.94792203
8.8,907350.057833514,154610.147070903,1061960.20490442
9,913325.233514659,155442.716904102,1068767.95041876
9.2,918755.095363858,156200.106027053,1074955.20139091
9.4,923338.125131039,156838.497351555,1080176.62248259
9.6,927227.488780776,157379.654162562,1084607.14294334
9.8,930743.803572938,157869.132826384,1088612.93639932
10,933686.549591393,158278.441555787,1091964.99114718
10.2,936199.624104323,158627.806994419,1094827.43109874
10.4,938455.046335066,158941.408694643,1097396.45502971
10.6,940328.724288954,159201.803903118,1099530.52819207
10.8,941891.979217053,159418.822176597,1101310.80139365
11,943253.232770603,159607.540148569,1102860.77291917
11.2,944431.177746864,159770.640130757,1104201.81787762
11.4,945474.692509758,159914.93774605,1105389.63025581
11.6,946367.014818423,160038.136387731,1106405.15120615
11.8,947104.187904423,160139.71710493,1107243.90500935
12,947752.781346239,160228.951415171,1107981.73276141
12.2,948343.517993105,160310.134592559,1108653.65258566
12.4,948853.246638315,160380.066739416,1109233.31337773
